Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,242935/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,245047/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,245105/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,245106/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,246491/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,246492/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,246499/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,246500/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,246501/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,245045/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,243480/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,243481/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,243484/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,10.30,244552/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,243469/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,243476/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,244860/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,244871/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,246496/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,244889/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,243824/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,246482/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,246486/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,243539/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,239593/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,246488/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,246489/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,246490/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,246497/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,246498/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,10.30,244551/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,243485/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,243486/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,245434/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,245784/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,245849/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,243477/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,243478/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,243479/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,244890/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,243819/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,243821/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,243823/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,242863/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,20.60,244558/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,243815/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,238067/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,238630/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,239171/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,246477/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,246478/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,246480/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,243482/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,20.60,244559/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,10.30,244560/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,20.60,244562/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,98.16,243825/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,20.60,244600/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,20.60,244601/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647572,10.30,244613/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245855/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245857/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245862/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245072/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,243774/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,243775/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,243776/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245077/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,10.30,244627/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,10.30,244628/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,10.30,244629/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245093/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,243779/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,243509/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,243811/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245846/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,243500/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,239597/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245076/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,243739/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,243740/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,243812/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,243826/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,243780/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,243781/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,244847/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,244849/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,243752/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,243763/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,243773/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,243735/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245444/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245422/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245428/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,242994/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,239586/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,244825/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245852/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,10.30,244626/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245842/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245843/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,243506/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,243507/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,243782/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245100/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245071/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,243777/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,243778/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245851/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,239578/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,244939/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245850/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245074/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245069/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245070/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,10.30,244580/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,10.30,244602/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245841/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,244946/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245054/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245056/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,242878/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,242939/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,242955/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,245067/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-12-14,201835,HELP-LINK UK LTD,1647571,98.16,243508/1
